保険者番号,独自サービス種類コード,独自サービス項目コード,適用開始年月,適用終了年月,独自サービス名称,単位数,算定単位,制限日数回数,算定回数制限期間,支給限度額対象区分,予備項目,給付率,利用者負担額,事業対象者実施区分,要支援１受給者実施区分,要支援２受給者実施区分,要介護１受給者実施区分,要介護２受給者実施区分,要介護３受給者実施区分,要介護４受給者実施区分,要介護５受給者実施区分,国保連合会委託区分,作成年月日
122374,A6,5003,202104,999999,通所型独自サービス栄養改善加算,200,3,,,3,,,,2,2,2,,,,,,1,20210401
122374,A6,5003,201602,202103,通所型独自サービス栄養改善加算,150,3,,,3,,,,2,2,2,,,,,,1,20160201
122374,A6,5013,202104,999999,通所型独自サービス栄養改善加算/２,200,3,,,3,,,,2,2,2,,,,,,1,20210401
122374,A6,5013,201805,202103,通所型独自サービス栄養改善加算/２,150,3,,,3,,,,2,2,2,,,,,,1,20180501
122374,A6,5004,202104,999999,通所型独自サービス口腔機能向上加算Ⅰ,150,3,,,3,,,,2,2,2,,,,,,1,20210401
122374,A6,5004,201602,202103,通所型独自サービス口腔機能向上加算,150,3,,,3,,,,2,2,2,,,,,,1,20160201
122374,A6,5014,202104,999999,通所型独自サービス口腔機能向上加算Ⅰ/２,150,3,,,3,,,,2,2,2,,,,,,1,20210401
122374,A6,5014,201805,202103,通所型独自サービス口腔機能向上加算/２,150,3,,,3,,,,2,2,2,,,,,,1,20180501
122374,A6,5011,202104,999999,通所型独自サービス口腔機能向上加算Ⅱ,160,3,,,3,,,,2,2,2,,,,,,1,20210401
122374,A6,5021,202104,999999,通所型独自サービス口腔機能向上加算Ⅱ/２,160,3,,,3,,,,2,2,2,,,,,,1,20210401
122374,A6,5006,201602,202403,通所型複数独自サービス実施加算Ⅰ１,480,3,,,3,,,,2,2,2,,,,,,1,20160201
122374,A6,5016,201805,202403,通所型複数独自サービス実施加算Ⅰ/２１,480,3,,,3,,,,2,2,2,,,,,,1,20180501
122374,A6,5007,201602,202403,通所型複数独自サービス実施加算Ⅰ２,480,3,,,3,,,,2,2,2,,,,,,1,20160201
122374,A6,5017,201805,202403,通所型複数独自サービス実施加算Ⅰ/２２,480,3,,,3,,,,2,2,2,,,,,,1,20180501
122374,A6,5008,201602,202403,通所型複数独自サービス実施加算Ⅰ３,480,3,,,3,,,,2,2,2,,,,,,1,20160201
122374,A6,5018,201805,202403,通所型複数独自サービス実施加算Ⅰ/２３,480,3,,,3,,,,2,2,2,,,,,,1,20180501
122374,A6,5009,201602,202403,通所型複数独自サービス実施加算Ⅱ,700,3,,,3,,,,2,2,2,,,,,,1,20160201
122374,A6,5019,201805,202403,通所型複数独自サービス実施加算Ⅱ/２,700,3,,,3,,,,2,2,2,,,,,,1,20180501
122374,A6,6310,202404,999999,通所型独自一体的サービス提供加算,480,3,,,3,,,,2,2,2,,,,,,1,20180501
122374,A6,6320,202404,999999,通所型独自一体的サービス提供加算/２,480,3,,,3,,,,2,2,2,,,,,,1,20180501
122374,A6,5005,201602,202403,通所型独自サービス事業所評価加算,120,3,,,3,,,,2,2,2,,,,,,1,20160201
122374,A6,5015,201805,202403,通所型独自サービス事業所評価加算/２,120,3,,,3,,,,2,2,2,,,,,,1,20180501
122374,A6,6011,202104,999999,通所型独自サービス提供体制加算Ⅰ１,88,3,,,,,,,2,2,1,,,,,,1,20210401
122374,A6,6022,202104,999999,通所型独自サービス提供体制加算Ⅰ/２２,88,3,,,,,,,1,1,2,,,,,,1,20210401
122374,A6,6012,202104,999999,通所型独自サービス提供体制加算Ⅰ２,176,3,,,,,,,2,1,2,,,,,,1,20210401
122374,A6,6107,202104,999999,通所型独自サービス提供体制加算Ⅱ１,72,3,,,,,,,2,2,1,,,,,,1,20210401
122374,A6,6107,201602,202103,通所型独自サービス提供体制加算Ⅰ１１,72,3,,,,,,,2,2,1,,,,,,1,20160201
122374,A6,6128,202104,999999,通所型独自サービス提供体制加算Ⅱ/２２,72,3,,,,,,,1,1,2,,,,,,1,20210401
122374,A6,6128,201805,202103,通所型独自サービス提供体制加算Ⅰ/２１２,72,3,,,,,,,1,1,2,,,,,,1,20180501
122374,A6,6108,202104,999999,通所型独自サービス提供体制加算Ⅱ２,144,3,,,,,,,2,1,2,,,,,,1,20210401
122374,A6,6108,201602,202103,通所型独自サービス提供体制加算Ⅰ１２,144,3,,,,,,,2,1,2,,,,,,1,20160201
122374,A6,6101,201602,202103,通所型独自サービス提供体制加算Ⅰ２１,48,3,,,,,,,2,2,1,,,,,,1,20160201
122374,A6,6122,201805,202103,通所型独自サービス提供体制加算Ⅰ/２２２,48,3,,,,,,,1,1,2,,,,,,1,20180501
122374,A6,6102,201602,202103,通所型独自サービス提供体制加算Ⅰ２２,96,3,,,,,,,2,1,2,,,,,,1,20160201
122374,A6,6103,202104,999999,通所型独自サービス提供体制加算Ⅲ１,24,3,,,,,,,2,2,1,,,,,,1,20210401
122374,A6,6103,201602,202103,通所型独自サービス提供体制加算Ⅱ１,24,3,,,,,,,2,2,1,,,,,,1,20160201
122374,A6,6124,202104,999999,通所型独自サービス提供体制加算Ⅲ/２２,24,3,,,,,,,1,1,2,,,,,,1,20210401
122374,A6,6124,201805,202103,通所型独自サービス提供体制加算Ⅱ/２２,24,3,,,,,,,1,1,2,,,,,,1,20180501
122374,A6,6104,202104,999999,通所型独自サービス提供体制加算Ⅲ２,48,3,,,,,,,2,1,2,,,,,,1,20210401
122374,A6,6104,201602,202103,通所型独自サービス提供体制加算Ⅱ２,48,3,,,,,,,2,1,2,,,,,,1,20160201
122374,A6,4001,202104,999999,通所型独自サービス生活機能向上連携加算Ⅰ,100,3,,,3,,,,2,2,2,,,,,,1,20210401
122374,A6,4002,202404,999999,通所型独自サービス生活機能向上連携加算Ⅱ,200,3,,,3,,,,2,2,2,,,,,,1,20240401
122374,A6,4002,202104,202403,通所型独自サービス生活機能向上加算Ⅱ１,200,3,,,3,,,,2,2,2,,,,,,1,20210401
122374,A6,4002,201810,202103,通所型独自サービス生活機能向上加算Ⅰ,200,3,,,3,,,,2,2,2,,,,,,1,20181001
122374,A6,4003,202104,202403,通所型独自サービス生活機能向上加算Ⅱ２,100,3,,,3,,,,2,2,2,,,,,,1,20210401
122374,A6,4003,201810,202103,通所型独自サービス生活機能向上加算Ⅱ,100,3,,,3,,,,2,2,2,,,,,,1,20181001
122374,A6,6200,202104,999999,通所型独自サービス口腔栄養スクリーニング加算Ⅰ,20,1,,,3,,,,2,2,2,,,,,,1,20210401
122374,A6,6210,202104,999999,通所型独自サービス口腔栄養スクリーニング加算Ⅰ／２,20,1,,,3,,,,2,2,2,,,,,,1,20210401
122374,A6,6201,202104,999999,通所型独自サービス口腔栄養スクリーニング加算Ⅱ,5,1,,,3,,,,2,2,2,,,,,,1,20210401
122374,A6,6201,201810,202103,通所型独自サービス栄養スクリーニング加算,5,3,,,3,,,,2,2,2,,,,,,1,20181001
122374,A6,6311,202104,999999,通所型独自サービス科学的介護推進体制加算,40,3,,,3,,,,2,2,2,,,,,,1,20210401
122374,A6,6321,202104,999999,通所型独自サービス科学的介護推進体制加算／２,40,3,,,3,,,,2,2,2,,,,,,1,20210401
122374,A6,6100,202606,999999,通所型独自サービス処遇改善加算Ⅰ１１,111,3,,,,,,,2,2,2,,,,,,1,20260601
122374,A6,6100,202406,202605,通所型独自サービス処遇改善加算Ⅰ,92,3,,,,,,,2,2,2,,,,,,1,20240601
122374,A6,6183,202606,999999,通所型独自サービス処遇改善加算Ⅰ２１,120,3,,,,,,,2,2,2,,,,,,1,20260601
122374,A6,6110,202606,999999,通所型独自サービス処遇改善加算Ⅱ１１,109,3,,,,,,,2,2,2,,,,,,1,20260601
122374,A6,6110,202406,202605,通所型独自サービス処遇改善加算Ⅱ,90,3,,,,,,,2,2,2,,,,,,1,20240601
122374,A6,6184,202606,999999,通所型独自サービス処遇改善加算Ⅱ２１,118,3,,,,,,,2,2,2,,,,,,1,20260601
122374,A6,6111,202606,999999,通所型独自サービス処遇改善加算Ⅲ１,99,3,,,,,,,2,2,2,,,,,,1,20260601
122374,A6,6111,202406,202605,通所型独自サービス処遇改善加算Ⅲ,80,3,,,,,,,2,2,2,,,,,,1,20240601
122374,A6,6380,202606,999999,通所型独自サービス処遇改善加算Ⅳ１,83,3,,,,,,,2,2,2,,,,,,1,20260601
122374,A6,6380,202406,202605,通所型独自サービス処遇改善加算Ⅳ,64,3,,,,,,,2,2,2,,,,,,1,20240601
122374,A6,6185,202606,999999,通所型独自サービス処遇改善加算Ⅰ１２,117,3,,,,,,,2,2,2,,,,,,1,20260601
122374,A6,6186,202606,999999,通所型独自サービス処遇改善加算Ⅰ２２,127,3,,,,,,,2,2,2,,,,,,1,20260601
122374,A6,6187,202606,999999,通所型独自サービス処遇改善加算Ⅱ１２,115,3,,,,,,,2,2,2,,,,,,1,20260601
122374,A6,6188,202606,999999,通所型独自サービス処遇改善加算Ⅱ２２,125,3,,,,,,,2,2,2,,,,,,1,20260601
122374,A6,6189,202606,999999,通所型独自サービス処遇改善加算Ⅲ２,105,3,,,,,,,2,2,2,,,,,,1,20260601
122374,A6,6190,202606,999999,通所型独自サービス処遇改善加算Ⅳ２,89,3,,,,,,,2,2,2,,,,,,1,20260601
122374,A6,6381,202406,202503,通所型独自サービス処遇改善加算Ⅴ１,81,3,,,,,,,2,2,2,,,,,,1,20240601
122374,A6,6382,202406,202503,通所型独自サービス処遇改善加算Ⅴ２,76,3,,,,,,,2,2,2,,,,,,1,20240601
122374,A6,6383,202406,202503,通所型独自サービス処遇改善加算Ⅴ３,79,3,,,,,,,2,2,2,,,,,,1,20240601
122374,A6,6384,202406,202503,通所型独自サービス処遇改善加算Ⅴ４,74,3,,,,,,,2,2,2,,,,,,1,20240601
122374,A6,6385,202406,202503,通所型独自サービス処遇改善加算Ⅴ５,65,3,,,,,,,2,2,2,,,,,,1,20240601
122374,A6,6386,202406,202503,通所型独自サービス処遇改善加算Ⅴ６,63,3,,,,,,,2,2,2,,,,,,1,20240601
122374,A6,6387,202406,202503,通所型独自サービス処遇改善加算Ⅴ７,56,3,,,,,,,2,2,2,,,,,,1,20240601
122374,A6,6388,202406,202503,通所型独自サービス処遇改善加算Ⅴ８,69,3,,,,,,,2,2,2,,,,,,1,20240601
122374,A6,6389,202406,202503,通所型独自サービス処遇改善加算Ⅴ９,54,3,,,,,,,2,2,2,,,,,,1,20240601
122374,A6,6390,202406,202503,通所型独自サービス処遇改善加算Ⅴ１０,45,3,,,,,,,2,2,2,,,,,,1,20240601
122374,A6,6391,202406,202503,通所型独自サービス処遇改善加算Ⅴ１１,53,3,,,,,,,2,2,2,,,,,,1,20240601
122374,A6,6392,202406,202503,通所型独自サービス処遇改善加算Ⅴ１２,43,3,,,,,,,2,2,2,,,,,,1,20240601
122374,A6,6393,202406,202503,通所型独自サービス処遇改善加算Ⅴ１３,44,3,,,,,,,2,2,2,,,,,,1,20240601
122374,A6,6394,202406,202503,通所型独自サービス処遇改善加算Ⅴ１４,33,3,,,,,,,2,2,2,,,,,,1,20240601
122374,A6,6100,201704,202405,通所型独自サービス処遇改善加算Ⅰ,59,3,,,,,,,2,2,2,,,,,,1,20170401
122374,A6,6110,201602,201703,通所型独自サービス処遇改善加算Ⅰ,40,3,,,,,,,2,2,2,,,,,,1,20160201
122374,A6,6110,201704,202405,通所型独自サービス処遇改善加算Ⅱ,43,3,,,,,,,2,2,2,,,,,,1,20170401
122374,A6,6111,201602,201703,通所型独自サービス処遇改善加算Ⅱ,22,3,,,,,,,2,2,2,,,,,,1,20160201
122374,A6,6111,201704,202405,通所型独自サービス処遇改善加算Ⅲ,23,3,,,,,,,2,2,2,,,,,,1,20170401
122374,A6,6113,201602,201703,通所型独自サービス処遇改善加算Ⅲ,22,3,,,,,,,2,2,2,,,,,,1,20160201
122374,A6,6113,201704,202203,通所型独自サービス処遇改善加算Ⅳ,23,3,,,,,,,2,2,2,,,,,,1,20170401
122374,A6,6115,201602,201703,通所型独自サービス処遇改善加算Ⅳ,22,3,,,,,,,2,2,2,,,,,,1,20160201
122374,A6,6115,201704,202203,通所型独自サービス処遇改善加算Ⅴ,23,3,,,,,,,2,2,2,,,,,,1,20170401
122374,A6,6118,201910,202405,通所型独自サービス特定処遇改善加算Ⅰ,12,3,,,,,,,2,2,2,,,,,,1,20191001
122374,A6,6119,201910,202405,通所型独自サービス特定処遇改善加算Ⅱ,10,3,,,,,,,2,2,2,,,,,,1,20191001
122374,A6,6114,202210,202405,通所型独自サービスベースアップ等支援加算,11,3,,,,,,,2,2,2,,,,,,1,20221001
122374,A6,8310,202104,202109,通所型独自サービス令和３年９月３０日までの上乗せ分,1,3,,,3,,,,2,2,2,,,,,,1,20210401
122374,A6,8001,202404,999999,通所型独自サービス１１・定超,1259,3,,,3,,,,2,2,1,,,,,,1,20240401
122374,A6,8001,202104,202403,通所型独自サービス１・定超,1170,3,,,3,,,,2,2,1,,,,,,1,20210401
122374,A6,8001,201910,202103,通所型独自サービス１・定超,1159,3,,,3,,,,2,2,1,,,,,,1,20191001
122374,A6,8001,201602,201909,通所型独自サービス１・定超,1153,3,,,3,,,,2,2,1,,,,,,1,20160201
122374,A6,8002,202404,999999,通所型独自サービス１１日割・定超,41,2,,,3,,,,2,2,1,,,,,,1,20240401
122374,A6,8002,202104,202403,通所型独自サービス１日割・定超,39,2,,,3,,,,2,2,1,,,,,,1,20210401
122374,A6,8002,201602,202103,通所型独自サービス１日割・定超,38,2,,,3,,,,2,2,1,,,,,,1,20160201
122374,A6,8004,202404,999999,通所型独自サービス/２１１・定超,1259,3,,,3,,,,1,1,2,,,,,,1,20240401
122374,A6,8014,202104,202403,通所型独自サービス/２２・定超,1170,3,,,3,,,,1,1,2,,,,,,1,20210401
122374,A6,8014,201910,202103,通所型独自サービス/２２・定超,1159,3,,,3,,,,1,1,2,,,,,,1,20191001
122374,A6,8014,201805,201909,通所型独自サービス/２２・定超,1153,3,,,3,,,,1,1,2,,,,,,1,20180501
122374,A6,8005,202404,999999,通所型独自サービス/２１１日割・定超,41,2,,,3,,,,1,1,2,,,,,,1,20240401
122374,A6,8015,202104,202403,通所型独自サービス/２２日割・定超,39,2,,,3,,,,1,1,2,,,,,,1,20210401
122374,A6,8015,201805,202103,通所型独自サービス/２２日割・定超,38,2,,,3,,,,1,1,2,,,,,,1,20180501
122374,A6,8011,202404,999999,通所型独自サービス１２・定超,2535,3,,,3,,,,1,1,2,,,,,,1,20240401
122374,A6,8011,202104,202403,通所型独自サービス２・定超,2400,3,,,3,,,,2,1,2,,,,,,1,20210401
122374,A6,8011,201910,202103,通所型独自サービス２・定超,2375,3,,,3,,,,2,1,2,,,,,,1,20191001
122374,A6,8011,201602,201909,通所型独自サービス２・定超,2364,3,,,3,,,,2,1,2,,,,,,1,20160201
122374,A6,8012,202404,999999,通所型独自サービス１２日割・定超,83,2,,,3,,,,1,1,2,,,,,,1,20240401
122374,A6,8012,202104,202403,通所型独自サービス２日割・定超,79,2,,,3,,,,2,1,2,,,,,,1,20210401
122374,A6,8012,201602,202103,通所型独自サービス２日割・定超,78,2,,,3,,,,2,1,2,,,,,,1,20160201
122374,A6,8003,202404,999999,通所型独自サービス２１・定超,305,1,,,3,,,,2,2,1,,,,,,1,20240401
122374,A6,8013,202404,999999,通所型独自サービス２２・定超,313,1,,,3,,,,1,1,2,,,,,,1,20240401
122374,A6,9001,202404,999999,通所型独自サービス１１・人欠,1259,3,,,3,,,,2,2,1,,,,,,1,20240401
122374,A6,9001,202104,202403,通所型独自サービス１・人欠,1170,3,,,3,,,,2,2,1,,,,,,1,20210401
122374,A6,9001,201910,202103,通所型独自サービス１・人欠,1159,3,,,3,,,,2,2,1,,,,,,1,20191001
122374,A6,9001,201602,201909,通所型独自サービス１・人欠,1153,3,,,3,,,,2,2,1,,,,,,1,20160201
122374,A6,9002,202404,999999,通所型独自サービス１１日割・人欠,41,2,,,3,,,,2,2,1,,,,,,1,20240401
122374,A6,9002,202104,202403,通所型独自サービス１日割・人欠,39,2,,,3,,,,2,2,1,,,,,,1,20210401
122374,A6,9002,201602,202103,通所型独自サービス１日割・人欠,38,2,,,3,,,,2,2,1,,,,,,1,20160201
122374,A6,9014,202404,999999,通所型独自サービス/２２・人欠,1259,3,,,3,,,,1,1,2,,,,,,1,20240401
122374,A6,9014,202104,202403,通所型独自サービス/２２・人欠,1170,3,,,3,,,,1,1,2,,,,,,1,20210401
122374,A6,9014,201910,202103,通所型独自サービス/２２・人欠,1159,3,,,3,,,,1,1,2,,,,,,1,20191001
122374,A6,9014,201805,201909,通所型独自サービス/２２・人欠,1153,3,,,3,,,,1,1,2,,,,,,1,20180501
122374,A6,9015,202404,999999,通所型独自サービス/２２日割・人欠,41,2,,,3,,,,1,1,2,,,,,,1,20240401
122374,A6,9015,202104,202403,通所型独自サービス/２２日割・人欠,39,2,,,3,,,,1,1,2,,,,,,1,20210401
122374,A6,9015,201805,202103,通所型独自サービス/２２日割・人欠,38,2,,,3,,,,1,1,2,,,,,,1,20180501
122374,A6,9011,202404,999999,通所型独自サービス１２・人欠,2535,3,,,3,,,,1,1,2,,,,,,1,20240401
122374,A6,9011,202104,202403,通所型独自サービス２・人欠,2400,3,,,3,,,,2,1,2,,,,,,1,20210401
122374,A6,9011,201910,202103,通所型独自サービス２・人欠,2375,3,,,3,,,,2,1,2,,,,,,1,20191001
122374,A6,9011,201602,201909,通所型独自サービス２・人欠,2364,3,,,3,,,,2,1,2,,,,,,1,20160201
122374,A6,9012,202404,999999,通所型独自サービス１２日割・人欠,83,2,,,3,,,,1,1,2,,,,,,1,20240401
122374,A6,9012,202104,202403,通所型独自サービス２日割・人欠,79,2,,,3,,,,2,1,2,,,,,,1,20210401
122374,A6,9012,201602,202103,通所型独自サービス２日割・人欠,78,2,,,3,,,,2,1,2,,,,,,1,20160201
122374,A6,9003,202404,999999,通所型独自サービス２１・人欠,305,1,,,3,,,,2,2,1,,,,,,1,20240401
122374,A6,9013,202404,999999,通所型独自サービス２２・人欠,313,1,,,3,,,,1,1,2,,,,,,1,20240401
122374,A3,1001,202104,999999,訪問型サービスAⅠ(１割負担),1013,3,,,3,,90,,2,2,2,,,,,,1,20210401
122374,A3,1001,201910,202103,訪問型サービスAⅠ(１割負担),995,3,,,3,,90,,2,2,2,,,,,,1,20191001
122374,A3,1001,201805,201909,訪問型サービスAⅠ(１割負担),975,3,,,3,,90,,2,2,2,,,,,,1,20180501
122374,A3,1002,202104,999999,訪問型サービスAⅠ(２割負担),1013,3,,,3,,80,,2,2,2,,,,,,1,20210401
122374,A3,1002,201910,202103,訪問型サービスAⅠ(２割負担),995,3,,,3,,80,,2,2,2,,,,,,1,20191001
122374,A3,1002,201805,201909,訪問型サービスAⅠ(２割負担),975,3,,,3,,80,,2,2,2,,,,,,1,20180501
122374,A3,1003,202104,999999,訪問型サービスAⅠ(３割負担),1013,3,,,3,,70,,2,2,2,,,,,,1,20210401
122374,A3,1003,201910,202103,訪問型サービスAⅠ(３割負担),995,3,,,3,,70,,2,2,2,,,,,,1,20191001
122374,A3,1003,201808,201909,訪問型サービスAⅠ(３割負担),975,3,,,3,,70,,2,2,2,,,,,,1,20180801
122374,A3,1101,201910,999999,訪問型サービスAⅠ日割(１割負担),33,2,,,3,,90,,2,2,2,,,,,,1,20191001
122374,A3,1101,201805,201909,訪問型サービスAⅠ日割(１割負担),32,2,,,3,,90,,2,2,2,,,,,,1,20180501
122374,A3,1102,201910,999999,訪問型サービスAⅠ日割(２割負担),33,2,,,3,,80,,2,2,2,,,,,,1,20191001
122374,A3,1102,201805,201909,訪問型サービスAⅠ日割(２割負担),32,2,,,3,,80,,2,2,2,,,,,,1,20180501
122374,A3,1103,201910,999999,訪問型サービスAⅠ日割(３割負担),33,2,,,3,,70,,2,2,2,,,,,,1,20191001
122374,A3,1103,201808,201909,訪問型サービスAⅠ日割(３割負担),32,2,,,3,,70,,2,2,2,,,,,,1,20180801
122374,A3,1011,202104,999999,訪問型サービスAⅡ(１割負担),2023,3,,,3,,90,,2,2,2,,,,,,1,20210401
122374,A3,1011,201910,202103,訪問型サービスAⅡ(１割負担),1988,3,,,3,,90,,2,2,2,,,,,,1,20191001
122374,A3,1011,201805,201909,訪問型サービスAⅡ(１割負担),1949,3,,,3,,90,,2,2,2,,,,,,1,20180501
122374,A3,1012,202104,999999,訪問型サービスAⅡ(２割負担),2023,3,,,3,,80,,2,2,2,,,,,,1,20210401
122374,A3,1012,201910,202103,訪問型サービスAⅡ(２割負担),1988,3,,,3,,80,,2,2,2,,,,,,1,20191001
122374,A3,1012,201805,201909,訪問型サービスAⅡ(２割負担),1949,3,,,3,,80,,2,2,2,,,,,,1,20180501
122374,A3,1013,202104,999999,訪問型サービスAⅡ(３割負担),2023,3,,,3,,70,,2,2,2,,,,,,1,20210401
122374,A3,1013,201910,202103,訪問型サービスAⅡ(３割負担),1988,3,,,3,,70,,2,2,2,,,,,,1,20191001
122374,A3,1013,201808,201909,訪問型サービスAⅡ(３割負担),1949,3,,,3,,70,,2,2,2,,,,,,1,20180801
122374,A3,1111,202104,999999,訪問型サービスAⅡ日割(１割負担),67,2,,,3,,90,,2,2,2,,,,,,1,20210401
122374,A3,1111,201910,202103,訪問型サービスAⅡ日割(１割負担),65,2,,,3,,90,,2,2,2,,,,,,1,20191001
122374,A3,1111,201805,201909,訪問型サービスAⅡ日割(１割負担),64,2,,,3,,90,,2,2,2,,,,,,1,20180501
122374,A3,1112,202104,999999,訪問型サービスAⅡ日割(２割負担),67,2,,,3,,80,,2,2,2,,,,,,1,20210401
122374,A3,1112,201910,202103,訪問型サービスAⅡ日割(２割負担),65,2,,,3,,80,,2,2,2,,,,,,1,20191001
122374,A3,1112,201805,201909,訪問型サービスAⅡ日割(２割負担),64,2,,,3,,80,,2,2,2,,,,,,1,20180501
122374,A3,1113,202104,999999,訪問型サービスAⅡ日割(３割負担),67,2,,,3,,70,,2,2,2,,,,,,1,20210401
122374,A3,1113,201910,202103,訪問型サービスAⅡ日割(３割負担),65,2,,,3,,70,,2,2,2,,,,,,1,20191001
122374,A3,1113,201808,201909,訪問型サービスAⅡ日割(３割負担),64,2,,,3,,70,,2,2,2,,,,,,1,20180801
122374,A3,1021,202104,999999,訪問型サービスAⅢ(１割負担),3210,3,,,3,,90,,2,1,2,,,,,,1,20210401
122374,A3,1021,201910,202103,訪問型サービスAⅢ(１割負担),3153,3,,,3,,90,,2,1,2,,,,,,1,20191001
122374,A3,1021,201805,201909,訪問型サービスAⅢ(１割負担),3092,3,,,3,,90,,2,1,2,,,,,,1,20180501
122374,A3,1022,202104,999999,訪問型サービスAⅢ(２割負担),3210,3,,,3,,80,,2,1,2,,,,,,1,20210401
122374,A3,1022,201910,202103,訪問型サービスAⅢ(２割負担),3153,3,,,3,,80,,2,1,2,,,,,,1,20191001
122374,A3,1022,201805,201909,訪問型サービスAⅢ(２割負担),3092,3,,,3,,80,,2,1,2,,,,,,1,20180501
122374,A3,1023,202104,999999,訪問型サービスAⅢ(３割負担),3210,3,,,3,,70,,2,1,2,,,,,,1,20210401
122374,A3,1023,201910,202103,訪問型サービスAⅢ(３割負担),3153,3,,,3,,70,,2,1,2,,,,,,1,20191001
122374,A3,1023,201808,201909,訪問型サービスAⅢ(３割負担),3092,3,,,3,,70,,2,1,2,,,,,,1,20180801
122374,A3,1121,202104,999999,訪問型サービスAⅢ日割(１割負担),106,2,,,3,,90,,2,1,2,,,,,,1,20210401
122374,A3,1121,201910,202103,訪問型サービスAⅢ日割(１割負担),104,2,,,3,,90,,2,1,2,,,,,,1,20191001
122374,A3,1121,201805,201909,訪問型サービスAⅢ日割(１割負担),102,2,,,3,,90,,2,1,2,,,,,,1,20180501
122374,A3,1122,202104,999999,訪問型サービスAⅢ日割(２割負担),106,2,,,3,,80,,2,1,2,,,,,,1,20210401
122374,A3,1122,201910,202103,訪問型サービスAⅢ日割(２割負担),104,2,,,3,,80,,2,1,2,,,,,,1,20191001
122374,A3,1122,201805,201909,訪問型サービスAⅢ日割(２割負担),102,2,,,3,,80,,2,1,2,,,,,,1,20180501
122374,A3,1123,202104,999999,訪問型サービスAⅢ日割(３割負担),106,2,,,3,,70,,2,1,2,,,,,,1,20210401
122374,A3,1123,201910,202103,訪問型サービスAⅢ日割(３割負担),104,2,,,3,,70,,2,1,2,,,,,,1,20191001
122374,A3,1123,201808,201909,訪問型サービスAⅢ日割(３割負担),102,2,,,3,,70,,2,1,2,,,,,,1,20180801
122374,A3,1031,201805,999999,訪問型サービスA初回加算(１割負担),200,3,,,3,,90,,2,2,2,,,,,,1,20180501
122374,A3,1032,201805,999999,訪問型サービスA初回加算(２割負担),200,3,,,3,,80,,2,2,2,,,,,,1,20180501
122374,A3,1033,201808,999999,訪問型サービスA初回加算(３割負担),200,3,,,3,,70,,2,2,2,,,,,,1,20180801
122374,A3,1041,201805,202405,訪問型サービスA処遇改善加算Ⅰ(１割負担),137,3,,,,,90,,2,2,2,,,,,,1,20180501
122374,A3,1042,201805,202405,訪問型サービスA処遇改善加算Ⅰ(２割負担),137,3,,,,,80,,2,2,2,,,,,,1,20180501
122374,A3,1043,201805,202405,訪問型サービスA処遇改善加算Ⅱ(１割負担),100,3,,,,,90,,2,2,2,,,,,,1,20180501
122374,A3,1044,201805,202405,訪問型サービスA処遇改善加算Ⅱ(２割負担),100,3,,,,,80,,2,2,2,,,,,,1,20180501
122374,A3,1045,201805,202405,訪問型サービスA処遇改善加算Ⅲ(１割負担),55,3,,,,,90,,2,2,2,,,,,,1,20180501
122374,A3,1046,201805,202405,訪問型サービスA処遇改善加算Ⅲ(２割負担),55,3,,,,,80,,2,2,2,,,,,,1,20180501
122374,A3,1047,201805,202405,訪問型サービスA処遇改善加算Ⅳ(１割負担),90,3,,,,,90,,2,2,2,,,,,,1,20180501
122374,A3,1048,201805,202405,訪問型サービスA処遇改善加算Ⅳ(２割負担),90,3,,,,,80,,2,2,2,,,,,,1,20180501
122374,A3,1049,201805,202405,訪問型サービスA処遇改善加算Ⅴ(１割負担),80,3,,,,,90,,2,2,2,,,,,,1,20180501
122374,A3,1050,201805,202405,訪問型サービスA処遇改善加算Ⅴ(２割負担),80,3,,,,,80,,2,2,2,,,,,,1,20180501
122374,A3,1051,201808,202405,訪問型サービスA処遇改善加算Ⅰ(３割負担),137,3,,,,,70,,2,2,2,,,,,,1,20180801
122374,A3,1052,201808,202405,訪問型サービスA処遇改善加算Ⅱ(３割負担),100,3,,,,,70,,2,2,2,,,,,,1,20180801
122374,A3,1053,201808,202405,訪問型サービスA処遇改善加算Ⅲ(３割負担),55,3,,,,,70,,2,2,2,,,,,,1,20180801
122374,A3,1054,201808,202203,訪問型サービスA処遇改善加算Ⅳ(３割負担),90,3,,,,,70,,2,2,2,,,,,,1,20180801
122374,A3,1055,201808,202203,訪問型サービスA処遇改善加算Ⅴ(３割負担),80,3,,,,,70,,2,2,2,,,,,,1,20180801
122374,A3,1056,201910,202405,訪問型サービスA特定処遇改善加算Ⅰ(１割負担),63,3,,,,,90,,2,2,2,,,,,,1,20191001
122374,A3,1057,201910,202405,訪問型サービスA特定処遇改善加算Ⅰ(２割負担),63,3,,,,,80,,2,2,2,,,,,,1,20191001
122374,A3,1058,201910,202405,訪問型サービスA特定処遇改善加算Ⅰ(３割負担),63,3,,,,,70,,2,2,2,,,,,,1,20191001
122374,A3,1059,201910,202405,訪問型サービスA特定処遇改善加算Ⅱ(１割負担),42,3,,,,,90,,2,2,2,,,,,,1,20191001
122374,A3,1060,201910,202405,訪問型サービスA特定処遇改善加算Ⅱ(２割負担),42,3,,,,,80,,2,2,2,,,,,,1,20191001
122374,A3,1061,201910,202405,訪問型サービスA特定処遇改善加算Ⅱ(３割負担),42,3,,,,,70,,2,2,2,,,,,,1,20191001
