service_category,service_category_name,service_code,service_name,units,unit_type,calculation_type,valid_from,valid_until,notes
11,訪問介護,114495,身０１生３・深・Ⅲ,591,1回につき,加算,,,PDF p.103
11,訪問介護,114496,身０１生３・２人・Ⅲ,788,1回につき,基本,,,PDF p.103
11,訪問介護,114497,身０１生３・２人・夜・Ⅲ,985,1回につき,加算,,,PDF p.103
11,訪問介護,114498,身０１生３・２人・深・Ⅲ,1181,1回につき,加算,,,PDF p.103
11,訪問介護,11D941,身０１・業未・生１・Ⅲ,249,1回につき,基本,,,PDF p.103
11,訪問介護,11D942,身０１・業未・生１・夜・Ⅲ,311,1回につき,加算,,,PDF p.103
11,訪問介護,11D943,身０１・業未・生１・深・Ⅲ,373,1回につき,加算,,,PDF p.103
11,訪問介護,11D944,身０１・業未・生１・２人・Ⅲ,497,1回につき,減算,,,PDF p.103
11,訪問介護,11D945,身０１・業未・生１・２人・夜・Ⅲ,622,1回につき,加算,,,PDF p.103
11,訪問介護,11D946,身０１・業未・生１・２人・深・Ⅲ,746,1回につき,加算,,,PDF p.103
11,訪問介護,11D947,身０１・業未・生２・Ⅲ,320,1回につき,基本,,,PDF p.103
11,訪問介護,11D948,身０１・業未・生２・夜・Ⅲ,400,1回につき,加算,,,PDF p.103
11,訪問介護,11D949,身０１・業未・生２・深・Ⅲ,481,1回につき,加算,,,PDF p.103
11,訪問介護,11D950,身０１・業未・生２・２人・Ⅲ,640,1回につき,基本,,,PDF p.103
11,訪問介護,11D951,身０１・業未・生２・２人・夜・Ⅲ,801,1回につき,加算,,,PDF p.103
11,訪問介護,11D952,身０１・業未・生２・２人・深・Ⅲ,960,1回につき,加算,,,PDF p.103
11,訪問介護,11D953,身０１・業未・生３・Ⅲ,392,1回につき,基本,,,PDF p.103
11,訪問介護,11D954,身０１・業未・生３・夜・Ⅲ,490,1回につき,加算,,,PDF p.103
11,訪問介護,11D955,身０１・業未・生３・深・Ⅲ,587,1回につき,加算,,,PDF p.103
11,訪問介護,11D956,身０１・業未・生３・２人・Ⅲ,783,1回につき,基本,,,PDF p.103
11,訪問介護,11D957,身０１・業未・生３・２人・夜・Ⅲ,979,1回につき,加算,,,PDF p.103
11,訪問介護,11D958,身０１・業未・生３・２人・深・Ⅲ,1175,1回につき,加算,,,PDF p.103
11,訪問介護,11B271,身０１・虐防・生１・Ⅲ,249,1回につき,基本,,,PDF p.103
11,訪問介護,11B272,身０１・虐防・生１・夜・Ⅲ,311,1回につき,減算,,,PDF p.103
11,訪問介護,11B273,身０１・虐防・生１・深・Ⅲ,373,1回につき,加算,,,PDF p.103
11,訪問介護,11B274,身０１・虐防・生１・２人・Ⅲ,497,1回につき,減算,,,PDF p.103
11,訪問介護,11B275,身０１・虐防・生１・２人・夜・Ⅲ,622,1回につき,加算,,,PDF p.103
11,訪問介護,11B276,身０１・虐防・生１・２人・深・Ⅲ,746,1回につき,加算,,,PDF p.103
11,訪問介護,11B277,身０１・虐防・生２・Ⅲ,320,1回につき,基本,,,PDF p.103
11,訪問介護,11B278,身０１・虐防・生２・夜・Ⅲ,400,1回につき,加算,,,PDF p.103
11,訪問介護,11B279,身０１・虐防・生２・深・Ⅲ,481,1回につき,加算,,,PDF p.103
11,訪問介護,11B280,身０１・虐防・生２・２人・Ⅲ,640,1回につき,基本,,,PDF p.103
11,訪問介護,11B281,身０１・虐防・生２・２人・夜・Ⅲ,801,1回につき,加算,,,PDF p.103
11,訪問介護,11B282,身０１・虐防・生２・２人・深・Ⅲ,960,1回につき,加算,,,PDF p.103
11,訪問介護,11B283,身０１・虐防・生３・Ⅲ,392,1回につき,基本,,,PDF p.103
11,訪問介護,11B284,身０１・虐防・生３・夜・Ⅲ,490,1回につき,加算,,,PDF p.103
11,訪問介護,11B285,身０１・虐防・生３・深・Ⅲ,587,1回につき,加算,,,PDF p.103
11,訪問介護,11B286,身０１・虐防・生３・２人・Ⅲ,783,1回につき,基本,,,PDF p.103
11,訪問介護,11B287,身０１・虐防・生３・２人・夜・Ⅲ,979,1回につき,加算,,,PDF p.103
11,訪問介護,11B288,身０１・虐防・生３・２人・深・Ⅲ,1175,1回につき,加算,,,PDF p.103
11,訪問介護,11D959,身０１・虐防・業未・生１・Ⅲ,246,1回につき,基本,,,PDF p.103
11,訪問介護,11D960,身０１・虐防・業未・生１・夜・Ⅲ,308,1回につき,加算,,,PDF p.103
11,訪問介護,11D961,身０１・虐防・業未・生１・深・Ⅲ,370,1回につき,加算,,,PDF p.103
11,訪問介護,11D962,身０１・虐防・業未・生１・２人・Ⅲ,493,1回につき,減算,,,PDF p.103
11,訪問介護,11D963,身０１・虐防・業未・生１・２人・夜・Ⅲ,616,1回につき,加算,,,PDF p.103
11,訪問介護,11D964,身０１・虐防・業未・生１・２人・深・Ⅲ,739,1回につき,加算,,,PDF p.103
11,訪問介護,11D965,身０１・虐防・業未・生２・Ⅲ,318,1回につき,基本,,,PDF p.103
11,訪問介護,11D966,身０１・虐防・業未・生２・夜・Ⅲ,397,1回につき,加算,,,PDF p.103
11,訪問介護,11D967,身０１・虐防・業未・生２・深・Ⅲ,477,1回につき,加算,,,PDF p.103
11,訪問介護,11D968,身０１・虐防・業未・生２・２人・Ⅲ,636,1回につき,基本,,,PDF p.103
11,訪問介護,11D969,身０１・虐防・業未・生２・２人・夜・Ⅲ,795,1回につき,加算,,,PDF p.103
11,訪問介護,11D970,身０１・虐防・業未・生２・２人・深・Ⅲ,954,1回につき,加算,,,PDF p.103
11,訪問介護,11D971,身０１・虐防・業未・生３・Ⅲ,389,1回につき,基本,,,PDF p.103
11,訪問介護,11D972,身０１・虐防・業未・生３・夜・Ⅲ,487,1回につき,加算,,,PDF p.103
11,訪問介護,11D973,身０１・虐防・業未・生３・深・Ⅲ,584,1回につき,加算,,,PDF p.103
11,訪問介護,11D974,身０１・虐防・業未・生３・２人・Ⅲ,779,1回につき,基本,,,PDF p.103
11,訪問介護,11D975,身０１・虐防・業未・生３・２人・夜・Ⅲ,974,1回につき,加算,,,PDF p.103
11,訪問介護,11D976,身０１・虐防・業未・生３・２人・深・Ⅲ,1168,1回につき,加算,,,PDF p.103
11,訪問介護,117010,身０１生１・Ⅳ,235,1回につき,基本,,,PDF p.104
11,訪問介護,117011,身０１生１・夜・Ⅳ,294,1回につき,加算,,,PDF p.104
11,訪問介護,117012,身０１生１・深・Ⅳ,352,1回につき,加算,,,PDF p.104
11,訪問介護,117013,身０１生１・２人・Ⅳ,470,1回につき,基本,,,PDF p.104
11,訪問介護,117014,身０１生１・２人・夜・Ⅳ,587,1回につき,加算,,,PDF p.104
11,訪問介護,117015,身０１生１・２人・深・Ⅳ,705,1回につき,加算,,,PDF p.104
11,訪問介護,117046,身０１生２・Ⅳ,302,1回につき,基本,,,PDF p.104
11,訪問介護,117047,身０１生２・夜・Ⅳ,377,1回につき,加算,,,PDF p.104
11,訪問介護,117048,身０１生２・深・Ⅳ,453,1回につき,加算,,,PDF p.104
11,訪問介護,117049,身０１生２・２人・Ⅳ,604,1回につき,基本,,,PDF p.104
11,訪問介護,117050,身０１生２・２人・夜・Ⅳ,755,1回につき,加算,,,PDF p.104
11,訪問介護,117051,身０１生２・２人・深・Ⅳ,905,1回につき,加算,,,PDF p.104
11,訪問介護,117082,身０１生３・Ⅳ,369,1回につき,基本,,,PDF p.104
11,訪問介護,117083,身０１生３・夜・Ⅳ,461,1回につき,加算,,,PDF p.104
11,訪問介護,117084,身０１生３・深・Ⅳ,553,1回につき,加算,,,PDF p.104
11,訪問介護,117085,身０１生３・２人・Ⅳ,737,1回につき,基本,,,PDF p.104
11,訪問介護,117086,身０１生３・２人・夜・Ⅳ,922,1回につき,加算,,,PDF p.104
11,訪問介護,117087,身０１生３・２人・深・Ⅳ,1106,1回につき,加算,,,PDF p.104
11,訪問介護,11D977,身０１・業未・生１・Ⅳ,233,1回につき,基本,,,PDF p.104
11,訪問介護,11D978,身０１・業未・生１・夜・Ⅳ,291,1回につき,加算,,,PDF p.104
11,訪問介護,11D979,身０１・業未・生１・深・Ⅳ,349,1回につき,加算,,,PDF p.104
11,訪問介護,11D980,身０１・業未・生１・２人・Ⅳ,466,1回につき,減算,,,PDF p.104
11,訪問介護,11D981,身０１・業未・生１・２人・夜・Ⅳ,582,1回につき,加算,,,PDF p.104
11,訪問介護,11D982,身０１・業未・生１・２人・深・Ⅳ,698,1回につき,加算,,,PDF p.104
11,訪問介護,11D983,身０１・業未・生２・Ⅳ,300,1回につき,基本,,,PDF p.104
11,訪問介護,11D984,身０１・業未・生２・夜・Ⅳ,375,1回につき,加算,,,PDF p.104
11,訪問介護,11D985,身０１・業未・生２・深・Ⅳ,450,1回につき,加算,,,PDF p.104
11,訪問介護,11D986,身０１・業未・生２・２人・Ⅳ,599,1回につき,基本,,,PDF p.104
11,訪問介護,11D987,身０１・業未・生２・２人・夜・Ⅳ,750,1回につき,加算,,,PDF p.104
11,訪問介護,11D988,身０１・業未・生２・２人・深・Ⅳ,899,1回につき,加算,,,PDF p.104
11,訪問介護,11D989,身０１・業未・生３・Ⅳ,367,1回につき,基本,,,PDF p.104
11,訪問介護,11D990,身０１・業未・生３・夜・Ⅳ,458,1回につき,加算,,,PDF p.104
11,訪問介護,11D991,身０１・業未・生３・深・Ⅳ,550,1回につき,加算,,,PDF p.104
11,訪問介護,11D992,身０１・業未・生３・２人・Ⅳ,733,1回につき,基本,,,PDF p.104
11,訪問介護,11D993,身０１・業未・生３・２人・夜・Ⅳ,917,1回につき,加算,,,PDF p.104
11,訪問介護,11D994,身０１・業未・生３・２人・深・Ⅳ,1100,1回につき,加算,,,PDF p.104
11,訪問介護,11B289,身０１・虐防・生１・Ⅳ,233,1回につき,基本,,,PDF p.104
11,訪問介護,11B290,身０１・虐防・生１・夜・Ⅳ,291,1回につき,減算,,,PDF p.104
11,訪問介護,11B291,身０１・虐防・生１・深・Ⅳ,349,1回につき,加算,,,PDF p.104
11,訪問介護,11B292,身０１・虐防・生１・２人・Ⅳ,466,1回につき,減算,,,PDF p.104
11,訪問介護,11B293,身０１・虐防・生１・２人・夜・Ⅳ,582,1回につき,加算,,,PDF p.104
11,訪問介護,11B294,身０１・虐防・生１・２人・深・Ⅳ,698,1回につき,加算,,,PDF p.104
11,訪問介護,11B295,身０１・虐防・生２・Ⅳ,300,1回につき,基本,,,PDF p.104
11,訪問介護,11B296,身０１・虐防・生２・夜・Ⅳ,375,1回につき,加算,,,PDF p.104
11,訪問介護,11B297,身０１・虐防・生２・深・Ⅳ,450,1回につき,加算,,,PDF p.104
11,訪問介護,11B298,身０１・虐防・生２・２人・Ⅳ,599,1回につき,基本,,,PDF p.104
11,訪問介護,11B299,身０１・虐防・生２・２人・夜・Ⅳ,750,1回につき,加算,,,PDF p.104
11,訪問介護,11B300,身０１・虐防・生２・２人・深・Ⅳ,899,1回につき,加算,,,PDF p.104
11,訪問介護,11B301,身０１・虐防・生３・Ⅳ,367,1回につき,基本,,,PDF p.104
11,訪問介護,11B302,身０１・虐防・生３・夜・Ⅳ,458,1回につき,加算,,,PDF p.104
11,訪問介護,11B303,身０１・虐防・生３・深・Ⅳ,550,1回につき,加算,,,PDF p.104
11,訪問介護,11B304,身０１・虐防・生３・２人・Ⅳ,733,1回につき,基本,,,PDF p.104
11,訪問介護,11B305,身０１・虐防・生３・２人・夜・Ⅳ,917,1回につき,加算,,,PDF p.104
11,訪問介護,11B306,身０１・虐防・生３・２人・深・Ⅳ,1100,1回につき,加算,,,PDF p.104
11,訪問介護,11D995,身０１・虐防・業未・生１・Ⅳ,231,1回につき,基本,,,PDF p.104
11,訪問介護,11D996,身０１・虐防・業未・生１・夜・Ⅳ,288,1回につき,加算,,,PDF p.104
11,訪問介護,11D997,身０１・虐防・業未・生１・深・Ⅳ,346,1回につき,加算,,,PDF p.104
11,訪問介護,11D998,身０１・虐防・業未・生１・２人・Ⅳ,461,1回につき,減算,,,PDF p.104
11,訪問介護,11D999,身０１・虐防・業未・生１・２人・夜・Ⅳ,577,1回につき,加算,,,PDF p.104
11,訪問介護,11E001,身０１・虐防・業未・生１・２人・深・Ⅳ,692,1回につき,加算,,,PDF p.104
11,訪問介護,11E002,身０１・虐防・業未・生２・Ⅳ,298,1回につき,基本,,,PDF p.104
11,訪問介護,11E003,身０１・虐防・業未・生２・夜・Ⅳ,372,1回につき,加算,,,PDF p.104
11,訪問介護,11E004,身０１・虐防・業未・生２・深・Ⅳ,447,1回につき,加算,,,PDF p.104
11,訪問介護,11E005,身０１・虐防・業未・生２・２人・Ⅳ,595,1回につき,基本,,,PDF p.104
11,訪問介護,11E006,身０１・虐防・業未・生２・２人・夜・Ⅳ,745,1回につき,加算,,,PDF p.104
11,訪問介護,11E007,身０１・虐防・業未・生２・２人・深・Ⅳ,893,1回につき,加算,,,PDF p.104
11,訪問介護,11E008,身０１・虐防・業未・生３・Ⅳ,365,1回につき,基本,,,PDF p.104
11,訪問介護,11E009,身０１・虐防・業未・生３・夜・Ⅳ,456,1回につき,加算,,,PDF p.104
11,訪問介護,11E010,身０１・虐防・業未・生３・深・Ⅳ,547,1回につき,加算,,,PDF p.104
11,訪問介護,11E011,身０１・虐防・業未・生３・２人・Ⅳ,729,1回につき,基本,,,PDF p.104
11,訪問介護,11E012,身０１・虐防・業未・生３・２人・夜・Ⅳ,912,1回につき,加算,,,PDF p.104
11,訪問介護,11E013,身０１・虐防・業未・生３・２人・深・Ⅳ,1094,1回につき,加算,,,PDF p.104
11,訪問介護,114601,身体０２生活１,228,1回につき,基本,,,PDF p.105
11,訪問介護,114602,身体０２生活１・夜,285,1回につき,加算,,,PDF p.105
11,訪問介護,114603,身体０２生活１・深,342,1回につき,加算,,,PDF p.105
11,訪問介護,114604,身体０２生活１・２人,456,1回につき,基本,,,PDF p.105
11,訪問介護,114605,身体０２生活１・２人・夜,570,1回につき,加算,,,PDF p.105
11,訪問介護,114606,身体０２生活１・２人・深,684,1回につき,加算,,,PDF p.105
11,訪問介護,114646,身体０２生活２,293,1回につき,基本,,,PDF p.105
11,訪問介護,114647,身体０２生活２・夜,366,1回につき,加算,,,PDF p.105
11,訪問介護,114648,身体０２生活２・深,440,1回につき,加算,,,PDF p.105
11,訪問介護,114649,身体０２生活２・２人,586,1回につき,基本,,,PDF p.105
11,訪問介護,114650,身体０２生活２・２人・夜,733,1回につき,加算,,,PDF p.105
11,訪問介護,114651,身体０２生活２・２人・深,879,1回につき,加算,,,PDF p.105
11,訪問介護,114658,身体０２生活３,358,1回につき,基本,,,PDF p.105
11,訪問介護,114659,身体０２生活３・夜,448,1回につき,加算,,,PDF p.105
11,訪問介護,114660,身体０２生活３・深,537,1回につき,加算,,,PDF p.105
11,訪問介護,114661,身体０２生活３・２人,716,1回につき,基本,,,PDF p.105
11,訪問介護,114662,身体０２生活３・２人・夜,895,1回につき,加算,,,PDF p.105
11,訪問介護,114663,身体０２生活３・２人・深,1074,1回につき,加算,,,PDF p.105
11,訪問介護,11E014,身体０２・業未・生１,226,1回につき,基本,,,PDF p.105
11,訪問介護,11E015,身体０２・業未・生１・夜,283,1回につき,加算,,,PDF p.105
11,訪問介護,11E016,身体０２・業未・生１・深,339,1回につき,加算,,,PDF p.105
11,訪問介護,11E017,身体０２・業未・生１・２人,452,1回につき,減算,,,PDF p.105
11,訪問介護,11E018,身体０２・業未・生１・２人・夜,565,1回につき,加算,,,PDF p.105
11,訪問介護,11E019,身体０２・業未・生１・２人・深,678,1回につき,加算,,,PDF p.105
11,訪問介護,11E020,身体０２・業未・生２,291,1回につき,基本,,,PDF p.105
11,訪問介護,11E021,身体０２・業未・生２・夜,364,1回につき,加算,,,PDF p.105
11,訪問介護,11E022,身体０２・業未・生２・深,437,1回につき,加算,,,PDF p.105
11,訪問介護,11E023,身体０２・業未・生２・２人,582,1回につき,基本,,,PDF p.105
11,訪問介護,11E024,身体０２・業未・生２・２人・夜,728,1回につき,加算,,,PDF p.105
11,訪問介護,11E025,身体０２・業未・生２・２人・深,873,1回につき,加算,,,PDF p.105
11,訪問介護,11E026,身体０２・業未・生３,356,1回につき,基本,,,PDF p.105
11,訪問介護,11E027,身体０２・業未・生３・夜,445,1回につき,加算,,,PDF p.105
11,訪問介護,11E028,身体０２・業未・生３・深,534,1回につき,加算,,,PDF p.105
11,訪問介護,11E029,身体０２・業未・生３・２人,712,1回につき,基本,,,PDF p.105
11,訪問介護,11E030,身体０２・業未・生３・２人・夜,890,1回につき,加算,,,PDF p.105
11,訪問介護,11E031,身体０２・業未・生３・２人・深,1068,1回につき,加算,,,PDF p.105
11,訪問介護,11B307,身体０２・虐防・生１,226,1回につき,基本,,,PDF p.105
11,訪問介護,11B308,身体０２・虐防・生１・夜,283,1回につき,減算,,,PDF p.105
11,訪問介護,11B309,身体０２・虐防・生１・深,339,1回につき,加算,,,PDF p.105
11,訪問介護,11B310,身体０２・虐防・生１・２人,452,1回につき,減算,,,PDF p.105
11,訪問介護,11B311,身体０２・虐防・生１・２人・夜,565,1回につき,加算,,,PDF p.105
11,訪問介護,11B312,身体０２・虐防・生１・２人・深,678,1回につき,加算,,,PDF p.105
11,訪問介護,11B313,身体０２・虐防・生２,291,1回につき,基本,,,PDF p.105
11,訪問介護,11B314,身体０２・虐防・生２・夜,364,1回につき,加算,,,PDF p.105
11,訪問介護,11B315,身体０２・虐防・生２・深,437,1回につき,加算,,,PDF p.105
11,訪問介護,11B316,身体０２・虐防・生２・２人,582,1回につき,基本,,,PDF p.105
11,訪問介護,11B317,身体０２・虐防・生２・２人・夜,728,1回につき,加算,,,PDF p.105
11,訪問介護,11B318,身体０２・虐防・生２・２人・深,873,1回につき,加算,,,PDF p.105
11,訪問介護,11B319,身体０２・虐防・生３,356,1回につき,基本,,,PDF p.105
11,訪問介護,11B320,身体０２・虐防・生３・夜,445,1回につき,加算,,,PDF p.105
11,訪問介護,11B321,身体０２・虐防・生３・深,534,1回につき,加算,,,PDF p.105
11,訪問介護,11B322,身体０２・虐防・生３・２人,712,1回につき,基本,,,PDF p.105
11,訪問介護,11B323,身体０２・虐防・生３・２人・夜,890,1回につき,加算,,,PDF p.105
11,訪問介護,11B324,身体０２・虐防・生３・２人・深,1068,1回につき,加算,,,PDF p.105
11,訪問介護,11E032,身体０２・虐防・業未・生１,224,1回につき,基本,,,PDF p.105
11,訪問介護,11E033,身体０２・虐防・業未・生１・夜,280,1回につき,加算,,,PDF p.105
11,訪問介護,11E034,身体０２・虐防・業未・生１・深,336,1回につき,加算,,,PDF p.105
11,訪問介護,11E035,身体０２・虐防・業未・生１・２人,448,1回につき,減算,,,PDF p.105
11,訪問介護,11E036,身体０２・虐防・業未・生１・２人・夜,560,1回につき,加算,,,PDF p.105
11,訪問介護,11E037,身体０２・虐防・業未・生１・２人・深,672,1回につき,加算,,,PDF p.105
11,訪問介護,11E038,身体０２・虐防・業未・生２,289,1回につき,基本,,,PDF p.105
11,訪問介護,11E039,身体０２・虐防・業未・生２・夜,361,1回につき,加算,,,PDF p.105
11,訪問介護,11E040,身体０２・虐防・業未・生２・深,434,1回につき,加算,,,PDF p.105
11,訪問介護,11E041,身体０２・虐防・業未・生２・２人,578,1回につき,基本,,,PDF p.105
11,訪問介護,11E042,身体０２・虐防・業未・生２・２人・夜,723,1回につき,加算,,,PDF p.105
11,訪問介護,11E043,身体０２・虐防・業未・生２・２人・深,867,1回につき,加算,,,PDF p.105
11,訪問介護,11E044,身体０２・虐防・業未・生３,354,1回につき,基本,,,PDF p.105
11,訪問介護,11E045,身体０２・虐防・業未・生３・夜,443,1回につき,加算,,,PDF p.105
11,訪問介護,11E046,身体０２・虐防・業未・生３・深,531,1回につき,加算,,,PDF p.105
11,訪問介護,11E047,身体０２・虐防・業未・生３・２人,708,1回につき,基本,,,PDF p.105
11,訪問介護,11E048,身体０２・虐防・業未・生３・２人・夜,885,1回につき,加算,,,PDF p.105
11,訪問介護,11E049,身体０２・虐防・業未・生３・２人・深,1062,1回につき,加算,,,PDF p.105
11,訪問介護,114670,身０２生１・Ⅰ,274,1回につき,基本,,,PDF p.106
11,訪問介護,114671,身０２生１・夜・Ⅰ,342,1回につき,加算,,,PDF p.106
11,訪問介護,114672,身０２生１・深・Ⅰ,410,1回につき,加算,,,PDF p.106
11,訪問介護,114673,身０２生１・２人・Ⅰ,547,1回につき,基本,,,PDF p.106
11,訪問介護,114674,身０２生１・２人・夜・Ⅰ,684,1回につき,加算,,,PDF p.106
11,訪問介護,114675,身０２生１・２人・深・Ⅰ,821,1回につき,加算,,,PDF p.106
11,訪問介護,114676,身０２生２・Ⅰ,352,1回につき,基本,,,PDF p.106
11,訪問介護,114677,身０２生２・夜・Ⅰ,439,1回につき,加算,,,PDF p.106
11,訪問介護,114678,身０２生２・深・Ⅰ,528,1回につき,加算,,,PDF p.106
11,訪問介護,114679,身０２生２・２人・Ⅰ,703,1回につき,基本,,,PDF p.106
11,訪問介護,114680,身０２生２・２人・夜・Ⅰ,880,1回につき,加算,,,PDF p.106
11,訪問介護,114681,身０２生２・２人・深・Ⅰ,1055,1回につき,加算,,,PDF p.106
11,訪問介護,114682,身０２生３・Ⅰ,430,1回につき,基本,,,PDF p.106
11,訪問介護,114683,身０２生３・夜・Ⅰ,538,1回につき,加算,,,PDF p.106
11,訪問介護,114684,身０２生３・深・Ⅰ,644,1回につき,加算,,,PDF p.106
11,訪問介護,114685,身０２生３・２人・Ⅰ,859,1回につき,基本,,,PDF p.106
11,訪問介護,114686,身０２生３・２人・夜・Ⅰ,1074,1回につき,加算,,,PDF p.106
11,訪問介護,114687,身０２生３・２人・深・Ⅰ,1289,1回につき,加算,,,PDF p.106
11,訪問介護,11E050,身０２・業未・生１・Ⅰ,271,1回につき,基本,,,PDF p.106
11,訪問介護,11E051,身０２・業未・生１・夜・Ⅰ,340,1回につき,加算,,,PDF p.106
11,訪問介護,11E052,身０２・業未・生１・深・Ⅰ,407,1回につき,加算,,,PDF p.106
11,訪問介護,11E053,身０２・業未・生１・２人・Ⅰ,542,1回につき,減算,,,PDF p.106
11,訪問介護,11E054,身０２・業未・生１・２人・夜・Ⅰ,678,1回につき,加算,,,PDF p.106
11,訪問介護,11E055,身０２・業未・生１・２人・深・Ⅰ,814,1回につき,加算,,,PDF p.106
11,訪問介護,11E056,身０２・業未・生２・Ⅰ,349,1回につき,基本,,,PDF p.106
11,訪問介護,11E057,身０２・業未・生２・夜・Ⅰ,437,1回につき,加算,,,PDF p.106
11,訪問介護,11E058,身０２・業未・生２・深・Ⅰ,524,1回につき,加算,,,PDF p.106
11,訪問介護,11E059,身０２・業未・生２・２人・Ⅰ,698,1回につき,基本,,,PDF p.106
11,訪問介護,11E060,身０２・業未・生２・２人・夜・Ⅰ,874,1回につき,加算,,,PDF p.106
11,訪問介護,11E061,身０２・業未・生２・２人・深・Ⅰ,1048,1回につき,加算,,,PDF p.106
11,訪問介護,11E062,身０２・業未・生３・Ⅰ,427,1回につき,基本,,,PDF p.106
11,訪問介護,11E063,身０２・業未・生３・夜・Ⅰ,534,1回につき,加算,,,PDF p.106
11,訪問介護,11E064,身０２・業未・生３・深・Ⅰ,641,1回につき,加算,,,PDF p.106
11,訪問介護,11E065,身０２・業未・生３・２人・Ⅰ,854,1回につき,基本,,,PDF p.106
11,訪問介護,11E066,身０２・業未・生３・２人・夜・Ⅰ,1068,1回につき,加算,,,PDF p.106
11,訪問介護,11E067,身０２・業未・生３・２人・深・Ⅰ,1282,1回につき,加算,,,PDF p.106
11,訪問介護,11B325,身０２・虐防・生１・Ⅰ,271,1回につき,基本,,,PDF p.106
11,訪問介護,11B326,身０２・虐防・生１・夜・Ⅰ,340,1回につき,減算,,,PDF p.106
11,訪問介護,11B327,身０２・虐防・生１・深・Ⅰ,407,1回につき,加算,,,PDF p.106
11,訪問介護,11B328,身０２・虐防・生１・２人・Ⅰ,542,1回につき,減算,,,PDF p.106
11,訪問介護,11B329,身０２・虐防・生１・２人・夜・Ⅰ,678,1回につき,加算,,,PDF p.106
11,訪問介護,11B330,身０２・虐防・生１・２人・深・Ⅰ,814,1回につき,加算,,,PDF p.106
11,訪問介護,11B331,身０２・虐防・生２・Ⅰ,349,1回につき,基本,,,PDF p.106
11,訪問介護,11B332,身０２・虐防・生２・夜・Ⅰ,437,1回につき,加算,,,PDF p.106
11,訪問介護,11B333,身０２・虐防・生２・深・Ⅰ,524,1回につき,加算,,,PDF p.106
11,訪問介護,11B334,身０２・虐防・生２・２人・Ⅰ,698,1回につき,基本,,,PDF p.106
11,訪問介護,11B335,身０２・虐防・生２・２人・夜・Ⅰ,874,1回につき,加算,,,PDF p.106
11,訪問介護,11B336,身０２・虐防・生２・２人・深・Ⅰ,1048,1回につき,加算,,,PDF p.106
11,訪問介護,11B337,身０２・虐防・生３・Ⅰ,427,1回につき,基本,,,PDF p.106
11,訪問介護,11B338,身０２・虐防・生３・夜・Ⅰ,534,1回につき,加算,,,PDF p.106
11,訪問介護,11B339,身０２・虐防・生３・深・Ⅰ,641,1回につき,加算,,,PDF p.106
11,訪問介護,11B340,身０２・虐防・生３・２人・Ⅰ,854,1回につき,基本,,,PDF p.106
11,訪問介護,11B341,身０２・虐防・生３・２人・夜・Ⅰ,1068,1回につき,加算,,,PDF p.106
11,訪問介護,11B342,身０２・虐防・生３・２人・深・Ⅰ,1282,1回につき,加算,,,PDF p.106
11,訪問介護,11E068,身０２・虐防・業未・生１・Ⅰ,269,1回につき,基本,,,PDF p.106
11,訪問介護,11E069,身０２・虐防・業未・生１・夜・Ⅰ,336,1回につき,加算,,,PDF p.106
11,訪問介護,11E070,身０２・虐防・業未・生１・深・Ⅰ,403,1回につき,加算,,,PDF p.106
11,訪問介護,11E071,身０２・虐防・業未・生１・２人・Ⅰ,538,1回につき,減算,,,PDF p.106
11,訪問介護,11E072,身０２・虐防・業未・生１・２人・夜・Ⅰ,672,1回につき,加算,,,PDF p.106
11,訪問介護,11E073,身０２・虐防・業未・生１・２人・深・Ⅰ,806,1回につき,加算,,,PDF p.106
11,訪問介護,11E074,身０２・虐防・業未・生２・Ⅰ,347,1回につき,基本,,,PDF p.106
11,訪問介護,11E075,身０２・虐防・業未・生２・夜・Ⅰ,433,1回につき,加算,,,PDF p.106
11,訪問介護,11E076,身０２・虐防・業未・生２・深・Ⅰ,521,1回につき,加算,,,PDF p.106
11,訪問介護,11E077,身０２・虐防・業未・生２・２人・Ⅰ,694,1回につき,基本,,,PDF p.106
11,訪問介護,11E078,身０２・虐防・業未・生２・２人・夜・Ⅰ,868,1回につき,加算,,,PDF p.106
11,訪問介護,11E079,身０２・虐防・業未・生２・２人・深・Ⅰ,1040,1回につき,加算,,,PDF p.106
11,訪問介護,11E080,身０２・虐防・業未・生３・Ⅰ,425,1回につき,基本,,,PDF p.106
11,訪問介護,11E081,身０２・虐防・業未・生３・夜・Ⅰ,532,1回につき,加算,,,PDF p.106
11,訪問介護,11E082,身０２・虐防・業未・生３・深・Ⅰ,637,1回につき,加算,,,PDF p.106
11,訪問介護,11E083,身０２・虐防・業未・生３・２人・Ⅰ,850,1回につき,基本,,,PDF p.106
11,訪問介護,11E084,身０２・虐防・業未・生３・２人・夜・Ⅰ,1062,1回につき,加算,,,PDF p.106
11,訪問介護,11E085,身０２・虐防・業未・生３・２人・深・Ⅰ,1274,1回につき,加算,,,PDF p.106
11,訪問介護,114688,身０２生１・Ⅱ,251,1回につき,基本,,,PDF p.107
11,訪問介護,114689,身０２生１・夜・Ⅱ,314,1回につき,加算,,,PDF p.107
11,訪問介護,114690,身０２生１・深・Ⅱ,376,1回につき,加算,,,PDF p.107
11,訪問介護,114691,身０２生１・２人・Ⅱ,502,1回につき,基本,,,PDF p.107
11,訪問介護,114692,身０２生１・２人・夜・Ⅱ,627,1回につき,加算,,,PDF p.107
