service_category,service_category_name,service_code,service_name,units,unit_type,calculation_type,valid_from,valid_until,notes
11,訪問介護,114845,身体介護０１,163,1回につき,基本,,,PDF p.3
11,訪問介護,114846,身体介護０１・夜,204,1回につき,加算,,,PDF p.3
11,訪問介護,114847,身体介護０１・深,245,1回につき,加算,,,PDF p.3
11,訪問介護,114848,身体介護０１・２人,326,1回につき,基本,,,PDF p.3
11,訪問介護,114849,身体介護０１・２人・夜,408,1回につき,加算,,,PDF p.3
11,訪問介護,114850,身体介護０１・２人・深,489,1回につき,加算,,,PDF p.3
11,訪問介護,11B401,身体介護０１・業未,161,1回につき,基本,,,PDF p.3
11,訪問介護,11B402,身体介護０１・業未・夜,201,1回につき,加算,,,PDF p.3
11,訪問介護,11B403,身体介護０１・業未・深,242,1回につき,加算,,,PDF p.3
11,訪問介護,11B404,身体介護０１・業未・２人,322,1回につき,基本,,,PDF p.3
11,訪問介護,11B405,身体介護０１・業未・２人・夜,403,1回につき,減算,,,PDF p.3
11,訪問介護,11B406,身体介護０１・業未・２人・深,483,1回につき,加算,,,PDF p.3
11,訪問介護,11A001,身体介護０１・虐防,161,1回につき,基本,,,PDF p.3
11,訪問介護,11A002,身体介護０１・虐防・夜,201,1回につき,加算,,,PDF p.3
11,訪問介護,11A003,身体介護０１・虐防・深,242,1回につき,加算,,,PDF p.3
11,訪問介護,11A004,身体介護０１・虐防・２人,322,1回につき,基本,,,PDF p.3
11,訪問介護,11A005,身体介護０１・虐防・２人・夜,403,1回につき,減算,,,PDF p.3
11,訪問介護,11A006,身体介護０１・虐防・２人・深,483,1回につき,加算,,,PDF p.3
11,訪問介護,11B407,身体介護０１・虐防・業未,159,1回につき,基本,,,PDF p.3
11,訪問介護,11B408,身体介護０１・虐防・業未・夜,199,1回につき,加算,,,PDF p.3
11,訪問介護,11B409,身体介護０１・虐防・業未・深,239,1回につき,加算,,,PDF p.3
11,訪問介護,11B410,身体介護０１・虐防・業未・２人,318,1回につき,基本,,,PDF p.3
11,訪問介護,11B411,身体介護０１・虐防・業未・２人・夜,398,1回につき,減算,,,PDF p.3
11,訪問介護,11B412,身体介護０１・虐防・業未・２人・深,477,1回につき,加算,,,PDF p.3
11,訪問介護,114551,身体介護０２,163,1回につき,基本,,,PDF p.3
11,訪問介護,114552,身体介護０２・夜,204,1回につき,加算,,,PDF p.3
11,訪問介護,114553,身体介護０２・深,245,1回につき,加算,,,PDF p.3
11,訪問介護,114554,身体介護０２・２人,326,1回につき,基本,,,PDF p.3
11,訪問介護,114555,身体介護０２・２人・夜,408,1回につき,加算,,,PDF p.3
11,訪問介護,114556,身体介護０２・２人・深,489,1回につき,加算,,,PDF p.3
11,訪問介護,11B413,身体介護０２・業未,161,1回につき,基本,,,PDF p.3
11,訪問介護,11B414,身体介護０２・業未・夜,201,1回につき,加算,,,PDF p.3
11,訪問介護,11B415,身体介護０２・業未・深,242,1回につき,加算,,,PDF p.3
11,訪問介護,11B416,身体介護０２・業未・２人,322,1回につき,基本,,,PDF p.3
11,訪問介護,11B417,身体介護０２・業未・２人・夜,403,1回につき,減算,,,PDF p.3
11,訪問介護,11B418,身体介護０２・業未・２人・深,483,1回につき,加算,,,PDF p.3
11,訪問介護,11A007,身体介護０２・虐防,161,1回につき,基本,,,PDF p.3
11,訪問介護,11A008,身体介護０２・虐防・夜,201,1回につき,加算,,,PDF p.3
11,訪問介護,11A009,身体介護０２・虐防・深,242,1回につき,加算,,,PDF p.3
11,訪問介護,11A010,身体介護０２・虐防・２人,322,1回につき,基本,,,PDF p.3
11,訪問介護,11A011,身体介護０２・虐防・２人・夜,403,1回につき,減算,,,PDF p.3
11,訪問介護,11A012,身体介護０２・虐防・２人・深,483,1回につき,加算,,,PDF p.3
11,訪問介護,11B419,身体介護０２・虐防・業未,159,1回につき,基本,,,PDF p.3
11,訪問介護,11B420,身体介護０２・虐防・業未・夜,199,1回につき,加算,,,PDF p.3
11,訪問介護,11B421,身体介護０２・虐防・業未・深,239,1回につき,加算,,,PDF p.3
11,訪問介護,11B422,身体介護０２・虐防・業未・２人,318,1回につき,基本,,,PDF p.3
11,訪問介護,11B423,身体介護０２・虐防・業未・２人・夜,398,1回につき,減算,,,PDF p.3
11,訪問介護,11B424,身体介護０２・虐防・業未・２人・深,477,1回につき,加算,,,PDF p.3
11,訪問介護,111111,身体介護１,244,1回につき,基本,,,PDF p.4
11,訪問介護,111112,身体介護１・夜,305,1回につき,加算,,,PDF p.4
11,訪問介護,111113,身体介護１・深,366,1回につき,加算,,,PDF p.4
11,訪問介護,111121,身体介護１・２人,488,1回につき,基本,,,PDF p.4
11,訪問介護,111122,身体介護１・２人・夜,610,1回につき,加算,,,PDF p.4
11,訪問介護,111123,身体介護１・２人・深,732,1回につき,加算,,,PDF p.4
11,訪問介護,11B425,身体介護１・業未,242,1回につき,基本,,,PDF p.4
11,訪問介護,11B426,身体介護１・業未・夜,303,1回につき,加算,,,PDF p.4
11,訪問介護,11B427,身体介護１・業未・深,363,1回につき,加算,,,PDF p.4
11,訪問介護,11B428,身体介護１・業未・２人,484,1回につき,基本,,,PDF p.4
11,訪問介護,11B429,身体介護１・業未・２人・夜,605,1回につき,減算,,,PDF p.4
11,訪問介護,11B430,身体介護１・業未・２人・深,726,1回につき,加算,,,PDF p.4
11,訪問介護,11A013,身体介護１・虐防,242,1回につき,基本,,,PDF p.4
11,訪問介護,11A014,身体介護１・虐防・夜,303,1回につき,加算,,,PDF p.4
11,訪問介護,11A015,身体介護１・虐防・深,363,1回につき,加算,,,PDF p.4
11,訪問介護,11A016,身体介護１・虐防・２人,484,1回につき,基本,,,PDF p.4
11,訪問介護,11A017,身体介護１・虐防・２人・夜,605,1回につき,減算,,,PDF p.4
11,訪問介護,11A018,身体介護１・虐防・２人・深,726,1回につき,加算,,,PDF p.4
11,訪問介護,11B431,身体介護１・虐防・業未,240,1回につき,基本,,,PDF p.4
11,訪問介護,11B432,身体介護１・虐防・業未・夜,300,1回につき,加算,,,PDF p.4
11,訪問介護,11B433,身体介護１・虐防・業未・深,360,1回につき,加算,,,PDF p.4
11,訪問介護,11B434,身体介護１・虐防・業未・２人,480,1回につき,基本,,,PDF p.4
11,訪問介護,11B435,身体介護１・虐防・業未・２人・夜,600,1回につき,減算,,,PDF p.4
11,訪問介護,11B436,身体介護１・虐防・業未・２人・深,720,1回につき,加算,,,PDF p.4
11,訪問介護,114111,身体１生活１,309,1回につき,基本,,,PDF p.4
11,訪問介護,114112,身体１生活１・夜,386,1回につき,加算,,,PDF p.4
11,訪問介護,114113,身体１生活１・深,464,1回につき,加算,,,PDF p.4
11,訪問介護,114121,身体１生活１・２人,618,1回につき,基本,,,PDF p.4
11,訪問介護,114122,身体１生活１・２人・夜,773,1回につき,加算,,,PDF p.4
11,訪問介護,114123,身体１生活１・２人・深,927,1回につき,加算,,,PDF p.4
11,訪問介護,114211,身体１生活２,374,1回につき,基本,,,PDF p.4
11,訪問介護,114212,身体１生活２・夜,468,1回につき,加算,,,PDF p.4
11,訪問介護,114213,身体１生活２・深,561,1回につき,加算,,,PDF p.4
11,訪問介護,114221,身体１生活２・２人,748,1回につき,基本,,,PDF p.4
11,訪問介護,114222,身体１生活２・２人・夜,935,1回につき,加算,,,PDF p.4
11,訪問介護,114223,身体１生活２・２人・深,1122,1回につき,加算,,,PDF p.4
11,訪問介護,114311,身体１生活３,439,1回につき,基本,,,PDF p.4
11,訪問介護,114312,身体１生活３・夜,549,1回につき,加算,,,PDF p.4
11,訪問介護,114313,身体１生活３・深,659,1回につき,加算,,,PDF p.4
11,訪問介護,114321,身体１生活３・２人,878,1回につき,基本,,,PDF p.4
11,訪問介護,114322,身体１生活３・２人・夜,1098,1回につき,加算,,,PDF p.4
11,訪問介護,114323,身体１生活３・２人・深,1317,1回につき,加算,,,PDF p.4
11,訪問介護,11B437,身体１・業未・生１,307,1回につき,基本,,,PDF p.4
11,訪問介護,11B438,身体１・業未・生１・夜,384,1回につき,加算,,,PDF p.4
11,訪問介護,11B439,身体１・業未・生１・深,461,1回につき,加算,,,PDF p.4
11,訪問介護,11B440,身体１・業未・生１・２人,614,1回につき,減算,,,PDF p.4
11,訪問介護,11B441,身体１・業未・生１・２人・夜,768,1回につき,加算,,,PDF p.4
11,訪問介護,11B442,身体１・業未・生１・２人・深,921,1回につき,加算,,,PDF p.4
11,訪問介護,11B443,身体１・業未・生２,372,1回につき,基本,,,PDF p.4
11,訪問介護,11B444,身体１・業未・生２・夜,465,1回につき,加算,,,PDF p.4
11,訪問介護,11B445,身体１・業未・生２・深,558,1回につき,加算,,,PDF p.4
11,訪問介護,11B446,身体１・業未・生２・２人,744,1回につき,基本,,,PDF p.4
11,訪問介護,11B447,身体１・業未・生２・２人・夜,930,1回につき,加算,,,PDF p.4
11,訪問介護,11B448,身体１・業未・生２・２人・深,1116,1回につき,加算,,,PDF p.4
11,訪問介護,11B449,身体１・業未・生３,437,1回につき,基本,,,PDF p.4
11,訪問介護,11B450,身体１・業未・生３・夜,546,1回につき,加算,,,PDF p.4
11,訪問介護,11B451,身体１・業未・生３・深,656,1回につき,加算,,,PDF p.4
11,訪問介護,11B452,身体１・業未・生３・２人,874,1回につき,基本,,,PDF p.4
11,訪問介護,11B453,身体１・業未・生３・２人・夜,1093,1回につき,加算,,,PDF p.4
11,訪問介護,11B454,身体１・業未・生３・２人・深,1311,1回につき,加算,,,PDF p.4
11,訪問介護,11A019,身体１・虐防・生１,307,1回につき,基本,,,PDF p.5
11,訪問介護,11A020,身体１・虐防・生１・夜,384,1回につき,加算,,,PDF p.5
11,訪問介護,11A021,身体１・虐防・生１・深,461,1回につき,加算,,,PDF p.5
11,訪問介護,11A022,身体１・虐防・生１・２人,614,1回につき,減算,,,PDF p.5
11,訪問介護,11A023,身体１・虐防・生１・２人・夜,768,1回につき,加算,,,PDF p.5
11,訪問介護,11A024,身体１・虐防・生１・２人・深,921,1回につき,加算,,,PDF p.5
11,訪問介護,11A025,身体１・虐防・生２,372,1回につき,基本,,,PDF p.5
11,訪問介護,11A026,身体１・虐防・生２・夜,465,1回につき,加算,,,PDF p.5
11,訪問介護,11A027,身体１・虐防・生２・深,558,1回につき,加算,,,PDF p.5
11,訪問介護,11A028,身体１・虐防・生２・２人,744,1回につき,基本,,,PDF p.5
11,訪問介護,11A029,身体１・虐防・生２・２人・夜,930,1回につき,加算,,,PDF p.5
11,訪問介護,11A030,身体１・虐防・生２・２人・深,1116,1回につき,加算,,,PDF p.5
11,訪問介護,11A031,身体１・虐防・生３,437,1回につき,基本,,,PDF p.5
11,訪問介護,11A032,身体１・虐防・生３・夜,546,1回につき,加算,,,PDF p.5
11,訪問介護,11A033,身体１・虐防・生３・深,656,1回につき,加算,,,PDF p.5
11,訪問介護,11A034,身体１・虐防・生３・２人,874,1回につき,基本,,,PDF p.5
11,訪問介護,11A035,身体１・虐防・生３・２人・夜,1093,1回につき,加算,,,PDF p.5
11,訪問介護,11A036,身体１・虐防・生３・２人・深,1311,1回につき,加算,,,PDF p.5
11,訪問介護,11B455,身体１・虐防・業未・生１,305,1回につき,基本,,,PDF p.5
11,訪問介護,11B456,身体１・虐防・業未・生１・夜,381,1回につき,加算,,,PDF p.5
11,訪問介護,11B457,身体１・虐防・業未・生１・深,458,1回につき,加算,,,PDF p.5
11,訪問介護,11B458,身体１・虐防・業未・生１・２人,610,1回につき,減算,,,PDF p.5
11,訪問介護,11B459,身体１・虐防・業未・生１・２人・夜,763,1回につき,加算,,,PDF p.5
11,訪問介護,11B460,身体１・虐防・業未・生１・２人・深,915,1回につき,加算,,,PDF p.5
11,訪問介護,11B461,身体１・虐防・業未・生２,370,1回につき,基本,,,PDF p.5
11,訪問介護,11B462,身体１・虐防・業未・生２・夜,463,1回につき,加算,,,PDF p.5
11,訪問介護,11B463,身体１・虐防・業未・生２・深,555,1回につき,加算,,,PDF p.5
11,訪問介護,11B464,身体１・虐防・業未・生２・２人,740,1回につき,基本,,,PDF p.5
11,訪問介護,11B465,身体１・虐防・業未・生２・２人・夜,925,1回につき,加算,,,PDF p.5
11,訪問介護,11B466,身体１・虐防・業未・生２・２人・深,1110,1回につき,加算,,,PDF p.5
11,訪問介護,11B467,身体１・虐防・業未・生３,435,1回につき,基本,,,PDF p.5
11,訪問介護,11B468,身体１・虐防・業未・生３・夜,544,1回につき,加算,,,PDF p.5
11,訪問介護,11B469,身体１・虐防・業未・生３・深,653,1回につき,加算,,,PDF p.5
11,訪問介護,11B470,身体１・虐防・業未・生３・２人,870,1回につき,基本,,,PDF p.5
11,訪問介護,11B471,身体１・虐防・業未・生３・２人・夜,1088,1回につき,加算,,,PDF p.5
11,訪問介護,11B472,身体１・虐防・業未・生３・２人・深,1305,1回につき,加算,,,PDF p.5
11,訪問介護,111211,身体介護２,387,1回につき,基本,,,PDF p.6
11,訪問介護,111212,身体介護２・夜,484,1回につき,加算,,,PDF p.6
11,訪問介護,111213,身体介護２・深,581,1回につき,加算,,,PDF p.6
11,訪問介護,111221,身体介護２・２人,774,1回につき,基本,,,PDF p.6
11,訪問介護,111222,身体介護２・２人・夜,968,1回につき,加算,,,PDF p.6
11,訪問介護,111223,身体介護２・２人・深,1161,1回につき,加算,,,PDF p.6
11,訪問介護,11B473,身体介護２・業未,383,1回につき,基本,,,PDF p.6
11,訪問介護,11B474,身体介護２・業未・夜,479,1回につき,加算,,,PDF p.6
11,訪問介護,11B475,身体介護２・業未・深,575,1回につき,加算,,,PDF p.6
11,訪問介護,11B476,身体介護２・業未・２人,766,1回につき,基本,,,PDF p.6
11,訪問介護,11B477,身体介護２・業未・２人・夜,958,1回につき,減算,,,PDF p.6
11,訪問介護,11B478,身体介護２・業未・２人・深,1149,1回につき,加算,,,PDF p.6
11,訪問介護,11A037,身体介護２・虐防,383,1回につき,基本,,,PDF p.6
11,訪問介護,11A038,身体介護２・虐防・夜,479,1回につき,加算,,,PDF p.6
11,訪問介護,11A039,身体介護２・虐防・深,575,1回につき,加算,,,PDF p.6
11,訪問介護,11A040,身体介護２・虐防・２人,766,1回につき,基本,,,PDF p.6
11,訪問介護,11A041,身体介護２・虐防・２人・夜,958,1回につき,減算,,,PDF p.6
11,訪問介護,11A042,身体介護２・虐防・２人・深,1149,1回につき,加算,,,PDF p.6
11,訪問介護,11B479,身体介護２・虐防・業未,379,1回につき,基本,,,PDF p.6
11,訪問介護,11B480,身体介護２・虐防・業未・夜,474,1回につき,加算,,,PDF p.6
11,訪問介護,11B481,身体介護２・虐防・業未・深,569,1回につき,加算,,,PDF p.6
11,訪問介護,11B482,身体介護２・虐防・業未・２人,758,1回につき,基本,,,PDF p.6
11,訪問介護,11B483,身体介護２・虐防・業未・２人・夜,948,1回につき,減算,,,PDF p.6
11,訪問介護,11B484,身体介護２・虐防・業未・２人・深,1137,1回につき,加算,,,PDF p.6
11,訪問介護,115111,身体２生活１,452,1回につき,基本,,,PDF p.6
11,訪問介護,115112,身体２生活１・夜,565,1回につき,加算,,,PDF p.6
11,訪問介護,115113,身体２生活１・深,678,1回につき,加算,,,PDF p.6
11,訪問介護,115121,身体２生活１・２人,904,1回につき,基本,,,PDF p.6
11,訪問介護,115122,身体２生活１・２人・夜,1130,1回につき,加算,,,PDF p.6
11,訪問介護,115123,身体２生活１・２人・深,1356,1回につき,加算,,,PDF p.6
11,訪問介護,115211,身体２生活２,517,1回につき,基本,,,PDF p.6
11,訪問介護,115212,身体２生活２・夜,646,1回につき,加算,,,PDF p.6
11,訪問介護,115213,身体２生活２・深,776,1回につき,加算,,,PDF p.6
11,訪問介護,115221,身体２生活２・２人,1034,1回につき,基本,,,PDF p.6
11,訪問介護,115222,身体２生活２・２人・夜,1293,1回につき,加算,,,PDF p.6
11,訪問介護,115223,身体２生活２・２人・深,1551,1回につき,加算,,,PDF p.6
11,訪問介護,115311,身体２生活３,582,1回につき,基本,,,PDF p.6
11,訪問介護,115312,身体２生活３・夜,728,1回につき,加算,,,PDF p.6
11,訪問介護,115313,身体２生活３・深,873,1回につき,加算,,,PDF p.6
11,訪問介護,115321,身体２生活３・２人,1164,1回につき,基本,,,PDF p.6
11,訪問介護,115322,身体２生活３・２人・夜,1455,1回につき,加算,,,PDF p.6
11,訪問介護,115323,身体２生活３・２人・深,1746,1回につき,加算,,,PDF p.6
11,訪問介護,11B485,身体２・業未・生１,448,1回につき,基本,,,PDF p.6
11,訪問介護,11B486,身体２・業未・生１・夜,560,1回につき,加算,,,PDF p.6
11,訪問介護,11B487,身体２・業未・生１・深,672,1回につき,加算,,,PDF p.6
11,訪問介護,11B488,身体２・業未・生１・２人,896,1回につき,減算,,,PDF p.6
11,訪問介護,11B489,身体２・業未・生１・２人・夜,1120,1回につき,加算,,,PDF p.6
11,訪問介護,11B490,身体２・業未・生１・２人・深,1344,1回につき,加算,,,PDF p.6
11,訪問介護,11B491,身体２・業未・生２,513,1回につき,基本,,,PDF p.6
11,訪問介護,11B492,身体２・業未・生２・夜,641,1回につき,加算,,,PDF p.6
11,訪問介護,11B493,身体２・業未・生２・深,770,1回につき,加算,,,PDF p.6
11,訪問介護,11B494,身体２・業未・生２・２人,1026,1回につき,基本,,,PDF p.6
11,訪問介護,11B495,身体２・業未・生２・２人・夜,1283,1回につき,加算,,,PDF p.6
11,訪問介護,11B496,身体２・業未・生２・２人・深,1539,1回につき,加算,,,PDF p.6
11,訪問介護,11B497,身体２・業未・生３,578,1回につき,基本,,,PDF p.6
11,訪問介護,11B498,身体２・業未・生３・夜,723,1回につき,加算,,,PDF p.6
11,訪問介護,11B499,身体２・業未・生３・深,867,1回につき,加算,,,PDF p.6
11,訪問介護,11B500,身体２・業未・生３・２人,1156,1回につき,基本,,,PDF p.6
11,訪問介護,11B501,身体２・業未・生３・２人・夜,1445,1回につき,加算,,,PDF p.6
11,訪問介護,11B502,身体２・業未・生３・２人・深,1734,1回につき,加算,,,PDF p.6
11,訪問介護,11A043,身体２・虐防・生１,448,1回につき,基本,,,PDF p.7
11,訪問介護,11A044,身体２・虐防・生１・夜,560,1回につき,加算,,,PDF p.7
11,訪問介護,11A045,身体２・虐防・生１・深,672,1回につき,加算,,,PDF p.7
11,訪問介護,11A046,身体２・虐防・生１・２人,896,1回につき,減算,,,PDF p.7
11,訪問介護,11A047,身体２・虐防・生１・２人・夜,1120,1回につき,加算,,,PDF p.7
11,訪問介護,11A048,身体２・虐防・生１・２人・深,1344,1回につき,加算,,,PDF p.7
11,訪問介護,11A049,身体２・虐防・生２,513,1回につき,基本,,,PDF p.7
11,訪問介護,11A050,身体２・虐防・生２・夜,641,1回につき,加算,,,PDF p.7
11,訪問介護,11A051,身体２・虐防・生２・深,770,1回につき,加算,,,PDF p.7
11,訪問介護,11A052,身体２・虐防・生２・２人,1026,1回につき,基本,,,PDF p.7
11,訪問介護,11A053,身体２・虐防・生２・２人・夜,1283,1回につき,加算,,,PDF p.7
11,訪問介護,11A054,身体２・虐防・生２・２人・深,1539,1回につき,加算,,,PDF p.7
11,訪問介護,11A055,身体２・虐防・生３,578,1回につき,基本,,,PDF p.7
11,訪問介護,11A056,身体２・虐防・生３・夜,723,1回につき,加算,,,PDF p.7
11,訪問介護,11A057,身体２・虐防・生３・深,867,1回につき,加算,,,PDF p.7
11,訪問介護,11A058,身体２・虐防・生３・２人,1156,1回につき,基本,,,PDF p.7
11,訪問介護,11A059,身体２・虐防・生３・２人・夜,1445,1回につき,加算,,,PDF p.7
11,訪問介護,11A060,身体２・虐防・生３・２人・深,1734,1回につき,加算,,,PDF p.7
11,訪問介護,11B503,身体２・虐防・業未・生１,444,1回につき,基本,,,PDF p.7
11,訪問介護,11B504,身体２・虐防・業未・生１・夜,555,1回につき,加算,,,PDF p.7
11,訪問介護,11B505,身体２・虐防・業未・生１・深,666,1回につき,加算,,,PDF p.7
11,訪問介護,11B506,身体２・虐防・業未・生１・２人,888,1回につき,減算,,,PDF p.7
11,訪問介護,11B507,身体２・虐防・業未・生１・２人・夜,1110,1回につき,加算,,,PDF p.7
11,訪問介護,11B508,身体２・虐防・業未・生１・２人・深,1332,1回につき,加算,,,PDF p.7
11,訪問介護,11B509,身体２・虐防・業未・生２,509,1回につき,基本,,,PDF p.7
11,訪問介護,11B510,身体２・虐防・業未・生２・夜,636,1回につき,加算,,,PDF p.7
11,訪問介護,11B511,身体２・虐防・業未・生２・深,764,1回につき,加算,,,PDF p.7
11,訪問介護,11B512,身体２・虐防・業未・生２・２人,1018,1回につき,基本,,,PDF p.7
11,訪問介護,11B513,身体２・虐防・業未・生２・２人・夜,1273,1回につき,加算,,,PDF p.7
11,訪問介護,11B514,身体２・虐防・業未・生２・２人・深,1527,1回につき,加算,,,PDF p.7
11,訪問介護,11B515,身体２・虐防・業未・生３,574,1回につき,基本,,,PDF p.7
11,訪問介護,11B516,身体２・虐防・業未・生３・夜,718,1回につき,加算,,,PDF p.7
11,訪問介護,11B517,身体２・虐防・業未・生３・深,861,1回につき,加算,,,PDF p.7
11,訪問介護,11B518,身体２・虐防・業未・生３・２人,1148,1回につき,基本,,,PDF p.7
11,訪問介護,11B519,身体２・虐防・業未・生３・２人・夜,1435,1回につき,加算,,,PDF p.7
11,訪問介護,11B520,身体２・虐防・業未・生３・２人・深,1722,1回につき,加算,,,PDF p.7
11,訪問介護,111311,身体介護３,567,1回につき,基本,,,PDF p.8
11,訪問介護,111312,身体介護３・夜,709,1回につき,加算,,,PDF p.8
11,訪問介護,111313,身体介護３・深,851,1回につき,加算,,,PDF p.8
11,訪問介護,111321,身体介護３・２人,1134,1回につき,基本,,,PDF p.8
11,訪問介護,111322,身体介護３・２人・夜,1418,1回につき,加算,,,PDF p.8
11,訪問介護,111323,身体介護３・２人・深,1701,1回につき,加算,,,PDF p.8
11,訪問介護,11B521,身体介護３・業未,561,1回につき,基本,,,PDF p.8
11,訪問介護,11B522,身体介護３・業未・夜,701,1回につき,加算,,,PDF p.8
11,訪問介護,11B523,身体介護３・業未・深,842,1回につき,加算,,,PDF p.8
11,訪問介護,11B524,身体介護３・業未・２人,1122,1回につき,基本,,,PDF p.8
11,訪問介護,11B525,身体介護３・業未・２人・夜,1403,1回につき,減算,,,PDF p.8
11,訪問介護,11B526,身体介護３・業未・２人・深,1683,1回につき,加算,,,PDF p.8
11,訪問介護,11A061,身体介護３・虐防,561,1回につき,基本,,,PDF p.8
11,訪問介護,11A062,身体介護３・虐防・夜,701,1回につき,加算,,,PDF p.8
11,訪問介護,11A063,身体介護３・虐防・深,842,1回につき,加算,,,PDF p.8
11,訪問介護,11A064,身体介護３・虐防・２人,1122,1回につき,基本,,,PDF p.8
11,訪問介護,11A065,身体介護３・虐防・２人・夜,1403,1回につき,減算,,,PDF p.8
11,訪問介護,11A066,身体介護３・虐防・２人・深,1683,1回につき,加算,,,PDF p.8
11,訪問介護,11B527,身体介護３・虐防・業未,555,1回につき,基本,,,PDF p.8
11,訪問介護,11B528,身体介護３・虐防・業未・夜,694,1回につき,加算,,,PDF p.8
11,訪問介護,11B529,身体介護３・虐防・業未・深,833,1回につき,加算,,,PDF p.8
11,訪問介護,11B530,身体介護３・虐防・業未・２人,1110,1回につき,基本,,,PDF p.8
11,訪問介護,11B531,身体介護３・虐防・業未・２人・夜,1388,1回につき,減算,,,PDF p.8
11,訪問介護,11B532,身体介護３・虐防・業未・２人・深,1665,1回につき,加算,,,PDF p.8
11,訪問介護,116111,身体３生活１,632,1回につき,基本,,,PDF p.8
11,訪問介護,116112,身体３生活１・夜,790,1回につき,加算,,,PDF p.8
11,訪問介護,116113,身体３生活１・深,948,1回につき,加算,,,PDF p.8
11,訪問介護,116114,身体３生活１・２人,1264,1回につき,基本,,,PDF p.8
11,訪問介護,116115,身体３生活１・２人・夜,1580,1回につき,加算,,,PDF p.8
11,訪問介護,116116,身体３生活１・２人・深,1896,1回につき,加算,,,PDF p.8
11,訪問介護,116123,身体３生活２,697,1回につき,基本,,,PDF p.8
11,訪問介護,116124,身体３生活２・夜,871,1回につき,加算,,,PDF p.8
11,訪問介護,116125,身体３生活２・深,1046,1回につき,加算,,,PDF p.8
11,訪問介護,116126,身体３生活２・２人,1394,1回につき,基本,,,PDF p.8
11,訪問介護,116127,身体３生活２・２人・夜,1743,1回につき,加算,,,PDF p.8
11,訪問介護,116128,身体３生活２・２人・深,2091,1回につき,加算,,,PDF p.8
11,訪問介護,116135,身体３生活３,762,1回につき,基本,,,PDF p.8
11,訪問介護,116136,身体３生活３・夜,953,1回につき,加算,,,PDF p.8
11,訪問介護,116137,身体３生活３・深,1143,1回につき,加算,,,PDF p.8
11,訪問介護,116138,身体３生活３・２人,1524,1回につき,基本,,,PDF p.8
11,訪問介護,116139,身体３生活３・２人・夜,1905,1回につき,加算,,,PDF p.8
11,訪問介護,116140,身体３生活３・２人・深,2286,1回につき,加算,,,PDF p.8
11,訪問介護,11B533,身体３・業未・生１,626,1回につき,基本,,,PDF p.8
11,訪問介護,11B534,身体３・業未・生１・夜,783,1回につき,加算,,,PDF p.8
11,訪問介護,11B535,身体３・業未・生１・深,939,1回につき,加算,,,PDF p.8
11,訪問介護,11B536,身体３・業未・生１・２人,1252,1回につき,減算,,,PDF p.8
11,訪問介護,11B537,身体３・業未・生１・２人・夜,1565,1回につき,加算,,,PDF p.8
11,訪問介護,11B538,身体３・業未・生１・２人・深,1878,1回につき,加算,,,PDF p.8
11,訪問介護,11B539,身体３・業未・生２,691,1回につき,基本,,,PDF p.8
11,訪問介護,11B540,身体３・業未・生２・夜,864,1回につき,加算,,,PDF p.8
11,訪問介護,11B541,身体３・業未・生２・深,1037,1回につき,加算,,,PDF p.8
11,訪問介護,11B542,身体３・業未・生２・２人,1382,1回につき,基本,,,PDF p.8
11,訪問介護,11B543,身体３・業未・生２・２人・夜,1728,1回につき,加算,,,PDF p.8
11,訪問介護,11B544,身体３・業未・生２・２人・深,2073,1回につき,加算,,,PDF p.8
11,訪問介護,11B545,身体３・業未・生３,756,1回につき,基本,,,PDF p.8
11,訪問介護,11B546,身体３・業未・生３・夜,945,1回につき,加算,,,PDF p.8
11,訪問介護,11B547,身体３・業未・生３・深,1134,1回につき,加算,,,PDF p.8
11,訪問介護,11B548,身体３・業未・生３・２人,1512,1回につき,基本,,,PDF p.8
11,訪問介護,11B549,身体３・業未・生３・２人・夜,1890,1回につき,加算,,,PDF p.8
11,訪問介護,11B550,身体３・業未・生３・２人・深,2268,1回につき,加算,,,PDF p.8
11,訪問介護,11A067,身体３・虐防・生１,626,1回につき,基本,,,PDF p.9
11,訪問介護,11A068,身体３・虐防・生１・夜,783,1回につき,加算,,,PDF p.9
11,訪問介護,11A069,身体３・虐防・生１・深,939,1回につき,加算,,,PDF p.9
11,訪問介護,11A070,身体３・虐防・生１・２人,1252,1回につき,減算,,,PDF p.9
11,訪問介護,11A071,身体３・虐防・生１・２人・夜,1565,1回につき,加算,,,PDF p.9
11,訪問介護,11A072,身体３・虐防・生１・２人・深,1878,1回につき,加算,,,PDF p.9
11,訪問介護,11A073,身体３・虐防・生２,691,1回につき,基本,,,PDF p.9
11,訪問介護,11A074,身体３・虐防・生２・夜,864,1回につき,加算,,,PDF p.9
11,訪問介護,11A075,身体３・虐防・生２・深,1037,1回につき,加算,,,PDF p.9
11,訪問介護,11A076,身体３・虐防・生２・２人,1382,1回につき,基本,,,PDF p.9
11,訪問介護,11A077,身体３・虐防・生２・２人・夜,1728,1回につき,加算,,,PDF p.9
11,訪問介護,11A078,身体３・虐防・生２・２人・深,2073,1回につき,加算,,,PDF p.9
11,訪問介護,11A079,身体３・虐防・生３,756,1回につき,基本,,,PDF p.9
11,訪問介護,11A080,身体３・虐防・生３・夜,945,1回につき,加算,,,PDF p.9
11,訪問介護,11A081,身体３・虐防・生３・深,1134,1回につき,加算,,,PDF p.9
